"ID","地域","緯度","経度","ジャンル1","サブジャンル1","ジャンル2","サブジャンル2","ジャンル3","サブジャンル3","名称","概略","郵便番号","住所","電話番号","Fax番号","E-mail","開館時間","休館日","料金","備考","リンク"
"795","金沢市","36.558464","136.611063","公園","","","","","","古府町第３児童公園","　","920-0362","金沢市古府町南610","","","","","","","",""
"796","金沢市","36.625904","136.688139","公園","","","","","","湖陽児童公園","　","920-3103","金沢市湖陽1-133","","","","","","","トイレ：男女兼用,小便1,和式1",""
"797","金沢市","36.62717","136.689084","公園","","","","","","湖陽緑道公園","　","920-3103","金沢市湖陽1-79他","","","","","","","",""
"798","金沢市","36.572162","136.671735","公園","","","","","","子来町さくら公園","　","920-0836","金沢市子来町33","","","","","","","",""
"799","金沢市","36.572683","136.66935","公園","","","","","","子来町緑地","　","920-0836","金沢市子来町2","","","","","","","",""
"800","金沢市","36.608507","136.626946","公園","","","","","","御供田町北小公園","　　","920-8221","金沢市御供田町ニ33-4","","","","","","","",""
"801","金沢市","36.605611","136.625842","公園","","","","","","御供田町小公園","　","920-8221","金沢市御供田町ロ63-4","","","","","","","",""
"802","金沢市","36.583029","136.695006","公園","","","","","","御所うめ公園","　","920-0813","金沢市御所町1-242","","","","","","","",""
"803","金沢市","36.58072","136.692259","公園","","","","","","御所かつら公園","","920-0813","金沢市御所町1-42","","","","","","","",""
"804","金沢市","36.580367","136.696036","公園","","","","","","御所さくら公園","　","920-0813","金沢市御所町1-407-1","","","","","","","",""
"805","金沢市","36.58184","136.697345","公園","","","","","","御所にし公園","　","920-0813","金沢市御所町2-189","","","","","","","",""
"806","金沢市","36.581151","136.700209","公園","","","","","","御所ひがし公園","　","920-0813","金沢市御所町2-172","","","","","","","",""
"807","金沢市","36.580005","136.693552","公園","","","","","","御所町１丁目小緑道","　","920-0813","金沢市御所町1-441","","","","","","","",""
"808","金沢市","36.582487","136.697195","公園","","","","","","御所町１丁目西緑地","　","920-0813","金沢市御所町1-424","","","","","","","",""
"809","金沢市","36.583434","136.694384","公園","","","","","","御所まつ公園","　","920-0813","金沢市御所町1-226","","","","","","","",""
"810","金沢市","36.582461","136.697195","公園","","","","","","御所緑地","　","920-0813","金沢市御所町2-342,343･345","","","","","","","",""
"811","金沢市","36.580285","136.697637","公園","","","","","","御所緑道","　","920-0813","金沢市御所町2-350","","","","","","","",""
"812","金沢市","36.521661","136.682861","公園","","","","","","犀浄公園","　","920-1302","金沢市末町14字58-13","","","","","","","",""
"813","金沢市","36.522889","136.684577","公園","","","","","","犀清台児童公園","　","920-1302","金沢市末町13-52-32","","","","","","","",""
"814","金沢市","36.646413","136.693021","公園","","","","","","才田町緑地","　","920-3101","金沢市才田町戌321－10","","","","","","","",""
"815","金沢市","36.589563","136.639892","公園","","","","","","西念町第３公園","　","920-0027","金沢市駅西新町1-1609","","","","","","","",""
"816","金沢市","36.587498","136.636786","公園","","","","","","西念町児童公園","　","920-0024","金沢市西念3-701","","","","","","","",""
"817","金沢市","36.587062","136.641463","公園","","","","","","西念町第２公園","　","920-0024","金沢市西念2-3101","","","","","","","",""
"818","金沢市","36.586261","136.63878","公園","","","","","","西念町緑地","　","920-0024","金沢市西念2-3701","","","","","","","",""
"819","金沢市","36.552741","136.655459","公園","","","","","","桜坂河岸緑地","　","921-8032","金沢市清川町95","","","","","","","",""
"820","金沢市","36.579152","136.620027","公園","","","","","","桜田中央公園","","920-0057","金沢市桜田町1-116","","","","","","","",""
"821","金沢市","36.576848","136.62131","公園","","","","","","桜田南児童公園","","920-0057","金沢市桜田町2-65","","","","","","","",""
"822","金沢市","36.562926","136.676003","公園","","","","","","桜町児童公園","　","920-0923","金沢市桜町467-2","","","","","","","",""
"823","金沢市","36.575856","136.645274","公園","","","","","","醒ヶ井公園","　","920-0031","金沢市広岡1-1703","","","","","","","",""
"824","金沢市","36.576564","136.642814","公園","","","","","","醒ヶ井小緑地","　","920-0027","金沢市駅西第3土地区画5街区7番","","","","","","","",""
"825","金沢市","36.553008","136.665448","公園","","","","","","猿丸児童公園","　","920-0965","金沢市笠舞3-609","","","","","","","",""
"826","金沢市","36.571812","136.64519","公園","","","","","","三社町児童公園","　","920-0861","金沢市三社町172他","","","","","","","",""
"827","金沢市","36.572385","136.644267","公園","","","","","","三社町小公園","　","920-0861","金沢市三社町99-14","","","","","","","",""
"828","金沢市","36.570353","136.642263","公園","","","","","","三社町南児童公園","　","920-0861","金沢市三社町372-1","","","","","","","",""
"829","金沢市","36.508144","136.618863","公園","","","","","","三十苅児童公園","　","921-8131","金沢市三十苅町丙184","","","","","","","トイレ：男女兼用,小便1,和式1",""
"830","金沢市","36.507437","136.615414","公園","","","","","","三十苅中央公園","　","921-8131","金沢市三十苅町丁154","","","","","","","",""
"831","金沢市","36.562514","136.585979","公園","","","","","","産王の杜公園","　","920-0381","金沢市中屋1-177","","","","","","","",""
"832","金沢市","36.56226","136.586529","公園","","","","","","産王橋詰小緑地","　","920-0854","金沢市安原中央地区土地区画整理事業地88街区1","","","","","","","",""
"833","金沢市","36.561908","136.586307","公園","","","","","","産王橋詰小緑道","　","920-0854","金沢市安原中央地区土地区画整理事業地88街区1","","","","","","","",""
"834","金沢市","36.577296","136.695011","公園","","","","","","山王町第１児童公園","　","920-0821","金沢市山王町2-84","","","","","","","",""
"835","金沢市","36.57596","136.696706","公園","","","","","","山王町第２児童公園","　","920-0821","金沢市山王町2-168","","","","","","","",""
"836","金沢市","36.574633","136.700242","公園","","","","","","山王町第３児童公園","　","920-0821","金沢市山王町1-193","","","","","","","トイレ：男女兼用,小便1,和式1,バリアフリー対応便器1",""
"837","金沢市","36.573423","136.704356","公園","","","","","","山王町第４児童公園","　","920-0821","金沢市山王町1-394","","","","","","","",""
"838","金沢市","36.566697","136.671314","公園","","","","","","材木町緑地","　","920-0921","金沢市材木町841-1","","","","","","","",""
"839","金沢市","36.575719","136.674302","公園","","","","","","汐見坂緑地","　","920-0816","金沢市山の上町768","","","","","","","",""
"840","金沢市","36.49767","136.619357","公園","","","","","","四十万あいぞめ公園","　","921-8134","金沢市南四十万1-221","","","","","","","トイレ：男子,小便1,和式1,女子,和式1",""
"841","金沢市","36.499076","136.616777","公園","","","","","","四十万駅前児童公園","　","921-8133","金沢市四十万町4-78","","","","","","","",""
"842","金沢市","36.505786","136.623069","公園","","","","","","しじま園","　","921-8132","金沢市しじま台1-5-4","","","","","","","",""
"843","金沢市","36.506747","136.623573","公園","","","","","","四十万きずな広場","　","921-8133","金沢市四十万町北チ54-3ほか多筆","","","","","","","トイレ：便器数6,オストメイト対応有",""
"844","金沢市","36.499632","136.6141","公園","","","","","","しじま児童公園","　","921-8133","金沢市四十万町イ78","","","","","","","",""
"845","金沢市","36.505273","136.619834","公園","","","","","","しじま台さくら公園","　","921-8132","金沢市しじま台2-29-1","","","","","","","",""
"846","金沢市","36.503522","136.61822","公園","","","","","","四十万中央公園","　","921-8133","金沢市四十万町3-185","","","","","","","トイレ：男女兼用,小便2,和式1",""
"847","金沢市","36.497722","136.615291","公園","","","","","","四十万なかよし公園","　","921-8134","金沢市南四十万3-92","","","","","","","",""
"848","金沢市","36.591791","136.635193","公園","","","","","","姉妹都市公園","この姉妹都市公園には、金沢市と姉妹都市提携をした７つの都市（バッファロー市（アメリカ）、イルクーツク市（ロシア）、ポルト・アレグレ市（ブラジル）、ゲント市（ベルギー）、ナンシー市（フランス）、蘇州市（中国）、全州市（韓国））を紹介するコーナーと、交流広場があります。","920-0027","金沢市駅西新町3-1001","","","","3月15日～10月31日　6時30分～19時
　　11月1日～ 3月14日　8時～19時","","","トイレ：男子,小便2,和式1,洋式1,女子,和式1,洋式1,小児用小便1",""
"849","金沢市","36.58209","136.606477","公園","","","","","","示野機器工場団地児童公園","","920-0059","金沢市示野町リ72-4","","","","","","","",""
"850","金沢市","36.575545","136.615733","公園","","","","","","示野中青島公園","　","920-0058","金沢市示野中町2-114","","","","","","","",""
"851","金沢市","36.577936","136.617221","公園","","","","","","示野中中央公園","　","920-0058","金沢市示野中町1-40","","","","","","","",""
"852","金沢市","36.58148","136.607228","公園","","","","","","示野町児童公園","　","920-0059","金沢市示野町西26","","","","","","","トイレ：便器数2,バリアフリー対応便器1",""
"853","金沢市","36.581388","136.607861","公園","","","","","","示野町西小緑道","　","920-0059","金沢市示野町西159","","","","","","","",""
"854","金沢市","36.577235","136.611198","公園","","","","","","示野南公園","　","920-0059","金沢市示野町南1","","","","","","","",""
"855","金沢市","36.575637","136.610709","公園","","","","","","示野南小公園","　","920-0059","金沢市示野町南152","","","","","","","",""
"856","金沢市","36.57064","136.57112","公園","","","","","","下安原かしのき公園","　","920-0371","金沢市下安原町西254-5","","","","","","","",""
"857","金沢市","36.579616","136.659158","公園","","","","","","昌永町児童公園","　","920-0846","金沢市昌永町485-3","","","","","","","",""
"858","金沢市","36.5756","136.64689","公園","","","","","","昭和町公園","","920-0856","金沢市昭和町614","","","","","","","",""
"859","金沢市","36.559327","136.646976","公園","","","","","","白菊町小緑地","　","921-8024","金沢市白菊町225-20","","","","","","","",""
"860","金沢市","36.559995","136.646485","公園","","","","","","白菊町緑地","　","921-8024","金沢市白菊町370-1","","","","","","","",""
"861","金沢市","36.562815","136.635053","公園","","","","","","新神田１丁目児童公園","　","921-8013","金沢市新神田1-31","","","","","","","",""
"862","金沢市","36.563604","136.631615","公園","","","","","","新神田２丁目児童公園","　","921-8013","金沢市新神田2-198","","","","","","","",""
"863","金沢市","36.566032","136.633417","公園","","","","","","新神田欅台緑地","　","921-8013","金沢市新神田1丁目欅台団地","","","","","","","",""
"864","金沢市","36.565685","136.633519","公園","","","","","","新神田緑道","　","921-8013","金沢市新神田欅台団地内","","","","","","","",""
"865","金沢市","36.552978","136.654719","公園","","","","","","新桜坂緑地","　","921-8033","金沢市寺町5-6","","","","","","","",""
"866","金沢市","36.556609","136.606777","公園","","","","","","新保本５丁目小緑道","　","921-8062","金沢市新保本5-223","","","","","","","",""
"867","金沢市","36.551905","136.602191","公園","","","","","","新保本町中央公園","　","921-8062","金沢市新保本2-502","","","","","","","トイレ：男子,小便2,和式1,女子,和式2",""
"868","金沢市","36.55886","136.602985","公園","","","","","","新保本町ふれあい公園","　","921-8062","金沢市新保本4-70","","","","","","","トイレ：男女兼用,小便1,和式1",""
"869","金沢市","36.594793","136.602829","公園","","","","","","寺中町小公園","　","920-0341","金沢市寺中町イ53-27","","","","","","","",""
"870","金沢市","36.595471","136.601961","公園","","","","","","寺中町東小公園","　","920-0341","金沢市寺中町ロ10-16","","","","","","","",""
"871","金沢市","36.52329","136.62706","公園","","","","","","城谷公園","　","921-8155","金沢市高尾台4-57","","","","","","","トイレ：男女兼用,小便1,和式1",""
"872","金沢市","36.544958","136.670051","公園","","","","","","城南１丁目児童公園","　","920-0966","金沢市城南1-147","","","","","","","",""
"873","金沢市","36.549785","136.666397","公園","","","","","","城南２丁目小公園","　","920-0966","金沢市城南2-1066","","","","","","","",""
"874","金沢市","36.544557","136.673065","公園","","","","","","城南公園","　","920-0966","金沢市城南1-371-10","","","","","","","",""
"875","金沢市","36.583128","136.671156","公園","","","","","","城北児童公園","　","920-0805","金沢市小金町183","","","","","","","",""
"876","金沢市","36.589758","136.673784","公園","","","","","","城北中央公園","　","920-0811","金沢市小坂町西8-6","","","","","","","トイレ：男子,小便3,和式1,洋式1,女子,和式2,洋式1",""
"877","金沢市","36.585398","136.669546","公園","","","","","","神宮寺青葉児童公園","　","920-0806","金沢市神宮寺2-95","","","","","","","",""
"878","金沢市","36.58663","136.666446","公園","","","","","","神宮寺運動公園","　","920-0806","金沢市神宮寺3-123","","","","","","","トイレ：男女兼用,小便1,和式1",""
"879","金沢市","36.587548","136.668146","公園","","","","","","神宮寺桜児童公園","　","920-0806","金沢市神宮寺2-326","","","","","","","",""
"880","金沢市","36.588101","136.669297","公園","","","","","","神宮寺町小公園","　","920-0803","金沢市神宮寺町1-49","","","","","","","",""
"881","金沢市","36.559455","136.635455","公園","","","","","","神泉児童公園","　","921-8027","金沢市神田2-27","","","","","","","",""
"882","金沢市","36.56996","136.642228","公園","","","","","","神保緑地","　","920-0861","金沢市三社町373-1","","","","","","","",""
"883","金沢市","36.516022","136.689759","公園","","","","","","末町第１小公園","　","920-1302","金沢市末町五59-1","","","","","","","",""
"884","金沢市","36.519608","136.688912","公園","","","","","","末町てらお台小公園","　","920-1302","金沢市末町七35-15","","","","","","","",""
"885","金沢市","36.5575","136.660883","公園","","","","","","鈴木大拙館緑地","　","920-0964","金沢市本多町2-92－1外5筆","","","","","","","",""
"886","金沢市","36.562014","136.686793","公園","","","","","","鈴見児童公園","　","920-1161","金沢市鈴見台2-356","","","","","","","",""
"887","金沢市","36.55967","136.683891","公園","","","","","","鈴見しょうぶ公園","　","920-1167","金沢市もりの里3-1000","","","","","","","トイレ：男子,小便1,男女兼用,洋式1",""
"888","金沢市","36.560609","136.684873","公園","","","","","","鈴見台２丁目緑地","　","920-1161","金沢市鈴見台2-113","","","","","","","",""
"889","金沢市","36.563854","136.684331","公園","","","","","","鈴見台第２児童公園","　","920-1161","金沢市鈴見台4-43","","","","","","","",""
"890","金沢市","36.565564","136.681337","公園","","","","","","鈴見台第３児童公園","　","920-1161","金沢市鈴見台3-180","","","","","","","",""
"891","金沢市","36.564341","136.683145","公園","","","","","","鈴見台中央第１緑地","　","920-1161","金沢市鈴見台4-180","","","","","","","",""
"892","金沢市","36.563096","136.683199","公園","","","","","","鈴見台中央第２緑地","　","920-1161","金沢市鈴見台3-183","","","","","","","",""
"893","金沢市","36.564401","136.679921","公園","","","","","","鈴見台西緑地","　","920-1161","金沢市鈴見台1-38","","","","","","","",""
"894","金沢市","36.566443","136.688687","公園","","","","","","鈴見台緑地","　","920-1161","金沢市鈴見台5-158","","","","","","","",""
"895","金沢市","36.562268","136.681439","公園","","","","","","鈴見どんぐり公園","　","920-1167","金沢市もりの里3-1001","","","","","","","",""
"896","金沢市","36.568382","136.685527","公園","","","","","","鈴見町第２緑地","　","920-1162","金沢市鈴見町ヲ1-1","","","","","","","",""
"897","金沢市","36.56749","136.681638","公園","","","","","","鈴見町緑地","　","920-1162","金沢市鈴見町り96-1","","","","","","","",""
"898","金沢市","36.547397","136.647338","公園","","","","","","雀谷川緑地","　","921-8035","金沢市泉が丘農住組合土地区画整理事業13街区1","","","","","","","",""
"899","金沢市","36.549302","136.679363","公園","","","","","","菫児童公園","　","920-0942","金沢市小立野2-58","","","","","","","",""
"900","金沢市","36.546923","136.63589","公園","","","","","","清泉公園","　","921-8042","金沢市泉本町1-160-6","","","","","","","トイレ：男子,小便1,和式1,バリアフリー対応便器1",""
"901","金沢市","36.590052","136.626259","公園","","","","","","西都ゆめみどり公園","　","920-8202","金沢市西都2-15","","","","","","","",""
"902","金沢市","36.557154","136.615827","公園","","","","","","西部中央公園","　","921-8054","金沢市西金沢5-286","","","","","","","トイレ：男子,小便2,和式1,女子,和式2",""
"903","金沢市","36.598789","136.617179","公園","","","","","","西部緑道","　","920-8203","金沢市鞍月3-70","","","","","","","",""
"904","金沢市","36.59603","136.607708","公園","","","","","","西部緑道（畝田）","　","920-0342","金沢市畝田西3丁目","","","","","","","トイレ：便器数6,バリアフリー対応便器1",""
"905","金沢市","36.58959","136.602528","公園","","","","","","西部緑道（犀川拠点広場）","　","920-0352","金沢市観音堂町ヌ","","","","","","","トイレ：便器数6,バリアフリー対応便器1",""
"906","金沢市","36.608737","136.672368","公園","","","","","","千木赤田公園","　","920-0001","金沢市千木町り126","","","","","","","",""
"907","金沢市","36.610817","136.667572","公園","","","","","","千木日吉の森公園","　","920-0001","金沢市千木町カ66","","","","","","","トイレ：便器数2,バリアフリー対応便器1,オストメイト対応有",""
"908","金沢市","36.609275","136.669176","公園","","","","","","千木町小公園","　","920-0001","金沢市千木町ル91-8","","","","","","","",""
"909","金沢市","36.608526","136.668715","公園","","","","","","千木町南小公園","　","920-0001","金沢市千木町ル96-3","","","","","","","",""
"910","金沢市","36.582211","136.58054","公園","","","","","","専光寺五本松公園","　","920-0356","金沢市専光寺町ソ94","","","","","","","",""
"911","金沢市","36.584942","136.583716","公園","","","","","","専光寺第２児童公園","　","920-0356","金沢市専光寺町タ45","","","","","","","",""
"912","金沢市","36.582125","136.585953","公園","","","","","","専光寺町西児童公園","　","920-0356","金沢市専光寺町ニ65-4","","","","","","","",""
"913","金沢市","36.579799","136.585186","公園","","","","","","専光寺桃の木公園","　","920-0356","金沢市専光寺町ヲ215","","","","","","","",""
"914","金沢市","36.568215","136.661575","公園","","","","","","外濠公園","　","920-0937","金沢市丸の内68","","","","","","","トイレ：便器数7,バリアフリー対応便器1,オストメイト対応有",""
"915","金沢市","36.560549","136.679267","公園","","","","","","田井町第１児童公園","　","920-0924","金沢市田井町273","","","","","","","",""
"916","金沢市","36.5583","136.677486","公園","","","","","","天神しらうめ公園","　","920-0925","金沢市天神町1-586","","","","","","","",""
"917","金沢市","36.533519","136.702741","公園","","","","","","太陽が丘２号緑地","　","920-1154","金沢市太陽が丘2-265","","","","","","","",""
"918","金沢市","36.53216","136.703507","公園","","","","","","太陽が丘２丁目小緑道","　","920-1154","金沢市太陽が丘2-295","","","","","","","",""
"919","金沢市","36.530916","136.702902","公園","","","","","","太陽が丘３号緑地","　","920-1154","金沢市太陽が丘2-258","","","","","","","",""
"920","金沢市","36.529301","136.707903","公園","","","","","","太陽が丘３丁目１号小緑道","　","920-1154","金沢市太陽が丘3-234","","","","","","","",""
"921","金沢市","36.529713","136.706794","公園","","","","","","太陽が丘３丁目２号小緑道","　","920-1154","金沢市太陽が丘3-221","","","","","","","",""
"922","金沢市","36.531946","136.706663","公園","","","","","","太陽が丘３丁目３号小緑道","　","920-1154","金沢市太陽が丘3-216","","","","","","","",""
"923","金沢市","36.531823","136.710303","公園","","","","","","太陽が丘３丁目４号小緑道","　","920-1154","金沢市太陽が丘3-490","","","","","","","",""
"924","金沢市","36.530273","136.710311","公園","","","","","","太陽が丘３丁目５号小緑道","　","920-1154","金沢市太陽が丘3-352","","","","","","","",""
"925","金沢市","36.529683","136.705788","公園","","","","","","太陽が丘詩の木公園","　","920-1154","金沢市太陽が丘2-213","","","","","","","",""
"926","金沢市","36.533717","136.705724","公園","","","","","","太陽が丘ゆうひみ公園","　","920-1154","金沢市太陽が丘2-266","","","","","","","トイレ：男子,小便2,和式1,女子,和式2,バリアフリー対応便器1",""
"927","金沢市","36.52141","136.639409","公園","","","","","","高尾１丁目緑地","　","921-8152","金沢市高尾1-77","","","","","","","",""
"928","金沢市","36.522475","136.640104","公園","","","","","","高尾２丁目緑地","　","921-8152","金沢市高尾2-196-1","","","","","","","",""
"929","金沢市","36.523799","136.638835","公園","","","","","","高尾台１丁目小緑道","　","921-8155","金沢市高尾台1-521","","","","","","","",""
"930","金沢市","36.522005","136.634071","公園","","","","","","高尾台１丁目緑道","　","921-8155","金沢市高尾台1-505","","","","","","","",""
"931","金沢市","36.51866","136.632618","公園","","","","","","高尾第２児童公園"," ","921-8153","金沢市高尾町ル43","","","","","","","",""
"932","金沢市","36.523497","136.632189","公園","","","","","","高尾台２丁目小緑道"," ","921-8155","金沢市高尾台2-506","","","","","","","",""
"933","金沢市","36.522355","136.631416","公園","","","","","","高尾台２丁目緑道","　","921-8155","金沢市高尾台2-526","","","","","","","",""
"934","金沢市","36.515306","136.634409","公園","","","","","","高尾第３児童公園"," ","921-8154","金沢市高尾南1-165","","","","","","","",""
"935","金沢市","36.521751","136.629021","公園","","","","","","高尾台３丁目小緑道"," ","921-8155","金沢市高尾台3-504","","","","","","","",""
"936","金沢市","36.523661","136.628031","公園","","","","","","高尾台４丁目小緑道"," ","921-8155","金沢市高尾台4-508","","","","","","","",""
"937","金沢市","36.52442","136.626521","公園","","","","","","高尾台４丁目緑道"," ","921-8155","金沢市高尾台4-503-1","","","","","","","",""
"938","金沢市","36.521294","136.630257","公園","","","","","","高尾中央公園","　","921-8155","金沢市高尾台3-143","","","","","","","トイレ：男子,小便3,和式1,女子,和式2",""
"939","金沢市","36.517345","136.630912","公園","","","","","","高尾南ゆうあい公園"," ","921-8154","金沢市高尾南2-119","","","","","","","",""
"940","金沢市","36.568727","136.615355","公園","","","","","","高畠第１児童公園","　","921-8001","金沢市高畠1-10","","","","","","","",""
"941","金沢市","36.570821","136.612844","公園","","","","","","高畠第２児童公園","　","921-8001","金沢市高畠1-262","","","","","","","",""
"942","金沢市","36.544208","136.693938","公園","","","","","","田上郷公園","　","920-1152","金沢市田上の里１丁目１９５","","","","","","","",""
"943","金沢市","36.547557","136.688579","公園","","","","","","田上桜の道公園","　","920-1152","金沢市田上さくら３丁目１１１","","","","","","","",""
"944","金沢市","36.542053","136.689979","公園","","","","","","田上さくらぶち公園","　","920-1152","金沢市田上さくら１丁目１００","","","","","","","",""
"945","金沢市","36.543381","136.699898","公園","","","","","","田上児童公園","　","920-1153","金沢市田上新町234-2","","","","","","","",""
"946","金沢市","36.540911","136.698498","公園","","","","","","田上新町児童公園","　","920-1153","金沢市田上新町423","","","","","","","",""
"947","金沢市","36.540713","136.698595","公園","","","","","","田上新町緑地","　","920-1153","金沢市田上新町421-1ほか","","","","","","","",""
"948","金沢市","36.541351","136.692511","公園","","","","","","田上神明公園","　","920-1152","金沢市田上の里１丁目１２","","","","","","","",""
"949","金沢市","36.544635","136.69808","公園","","","","","","田上第２児童公園","　","920-1153","金沢市田上新町271","","","","","","","",""
"950","金沢市","36.543351","136.696572","公園","","","","","","田上中央公園","　","920-1152","金沢市田上1-6","","","","","","","トイレ：男女兼用,小便1,和式1",""
"951","金沢市","36.53433","136.693418","公園","","","","","","田上本町朝霧公園","　","920-1155","金沢市田上本町１－１","","","","","","","トイレ：便器数6,バリアフリー対応便器1,オストメイト対応有",""
"952","金沢市","36.534864","136.697302","公園","","","","","","田上本町金浦公園","　","920-1155","金沢市朝霧台２丁目８６－１","","","","","","","",""
"953","金沢市","36.538131","136.694437","公園","","","","","","田上本町下岡公園","　","920-1155","金沢市田上本町４丁目５０－１","","","","","","","",""
"954","金沢市","36.537812","136.696562","公園","","","","","","田上本町高嶋公園","　","920-1155","金沢市田上本町３丁目５２－１","","","","","","","",""
"955","金沢市","36.532157","136.698847","公園","","","","","","田上本町馬場公園","　","920-1155","金沢市田上本町１丁目１","","","","","","","",""
"956","金沢市","36.534666","136.696331","公園","","","","","","田上本町友遊公園","　","920-1155","金沢市朝霧台２丁目３５","","","","","","","",""
"957","金沢市","36.545725","136.69061","公園","","","","","","田上町１号小緑道","　","920-1152","金沢市田上第5土地区画整理事業地内","","","","","","","",""
"958","金沢市","36.545734","136.689738","公園","","","","","","田上町２号小緑道","　","920-1152","金沢市田上第5土地区画整理事業地内","","","","","","","",""
"959","金沢市","36.540489","136.692511","公園","","","","","","田上町３号小緑道","　","920-1152","金沢市田上第5土地区画整理事業地内","","","","","","","",""
"960","金沢市","36.540487","136.691645","公園","","","","","","田上町４号小緑道","　","920-1152","金沢市田上第5土地区画整理事業地内","","","","","","","",""
"961","金沢市","36.598772","136.668613","公園","","","","","","高柳住宅小公園","　","920-0005","金沢市高柳町ソ2-75","","","","","","","",""
"962","金沢市","36.591747","136.66599","公園","","","","","","高柳町ふれあい広場","　","920-0005","金沢市高柳町五24-16","","","","","","","",""
"963","金沢市","36.508011","136.697651","公園","","","","","","辰巳町小公園","　","920-1303","金沢市辰巳町ト82-4","","","","","","","",""
"964","金沢市","36.557656","136.655132","公園","","","","","","竪町広場","　","920-0997","金沢市竪町120","","","","","","","",""
"965","金沢市","36.569019","136.65066","公園","","","","","","玉川公園","　","920-0863","金沢市金沢市玉川町2","","","","","","","",""
"966","金沢市","36.571424","136.62926","公園","","","","","","玉鉾１丁目小公園","　","921-8002","金沢市玉鉾1-12-6","","","","","","","",""
"967","金沢市","36.573569","136.622747","公園","","","","","","玉鉾公園","　","921-8002","金沢市玉鉾2-361","","","","","","","トイレ：男女兼用,小便2,和式1",""
"968","金沢市","36.550647","136.615661","公園","","","","","","太郎田町児童公園","　","921-8054","金沢市西金沢2-272","","","","","","","",""
"969","金沢市","36.530365","136.654397","公園","","","","","","大乗寺丘陵公園","・園内からは金沢市街地と日本海までのパノラマを一望することができ、標高の違いによる眺望の変化を楽しむことができます。
　・自然との様々な関わりを体験できるよう、背景の山々から続く豊かな緑の恵みに育まれた、多様な生物の生息・生育空間を育成・保全しています。
　・四季折々の花が楽しめるよう、園内にはウメ、アジサイ、ツバキ、ハギ、モミジなど、四季折々の花木が植えられています。特に、約１３，０００株のツツジが植えられている「つつじ園」は、満開の時期を迎えると壮観です。また、約９００ｍにおよぶ桜並木（ヤマザクラ）の主園路がふもとから頂上へ続き、春には公園を彩ります。
　・来園者の休憩や、雨天時の待避所として利用できる「見晴らしハウス」（管理棟）や、遠足やグラウンドゴルフ等の利用ができる多目的グラウンドがあります。","921-8114","金沢市長坂町ヲ135","","","","開園時間　８：００〜１８：００
　 ※冬期（１月・２月）及び降雪時は閉鎖しています。
　 ※見晴らしハウスの利用時間
　　　９：００～１７：００（４月～６月、１０月～１２月、３月）
　　　９：００～１８：００（７月～９月）　","","","トイレ：便器数6,バリアフリー対応便器2",""
"970","金沢市","36.557235","136.663077","公園","","","","","","大乗寺坂緑地","　","920-0963","金沢市出羽町9-4の一部","","","","","","","",""
"971","金沢市","36.5705932","136.6376754","公園","","","","","","大和町小公園","","920-0046","金沢市大和町103","","","","","","","",""
"972","金沢市","36.615529","136.631538","公園","","","","","","近岡町北第１小公園","　","920-8217","金沢市近岡町923-29","","","","","","","",""
"973","金沢市","36.615235","136.632345","公園","","","","","","近岡町北第２小公園","　","920-8217","金沢市近岡町864-14","","","","","","","",""
"974","金沢市","36.60911","136.631223","公園","","","","","","近岡町東小公園","　","920-8217","金沢市近岡町277-20","","","","","","","",""
"975","金沢市","36.607058","136.628704","公園","","","","","","近岡町南小公園","　","920-8217","金沢市近岡町191-5","","","","","","","",""
"976","金沢市","36.555982","136.604605","公園","","","","","","チカモリ遺跡公園","　","921-8062","金沢市新保本5-47","","","","","","","",""
"977","金沢市","36.603272","136.676617","公園","","","","","","千坂児童公園","　","920-0004","金沢市疋田町ハ-301","","","","","","","",""
"978","金沢市","36.60431","136.677008","公園","","","","","","千坂団地北児童公園","　","920-0004","金沢市疋田町ロ122","","","","","","","",""
"979","金沢市","36.612104","136.696594","公園","","","","","","塚崎町北小公園","　","920-3113","金沢市塚崎町ニ79-3","","","","","","","",""
"980","金沢市","36.609103","136.69573","公園","","","","","","塚崎町小公園","　","920-3113","金沢市塚崎町ヘ9-4","","","","","","","",""
"981","金沢市","36.531761","136.692061","公園","","","","","","土清水北小緑地","　","920-0955","金沢市土清水3-96－11","","","","","","","",""
"982","金沢市","36.525605","136.691036","公園","","","","","","土清水たかみ公園","　","920-0955","金沢市土清水2-337","","","","","","","",""
"983","金沢市","36.528329","136.691455","公園","","","","","","土清水なかの公園","　","920-0955","金沢市土清水1-297","","","","","","","トイレ：男女兼用,小便1,和式1",""
"984","金沢市","36.532019","136.69083","公園","","","","","","土清水町北小公園","　","920-0955","金沢市土清水町四48-5","","","","","","","",""
"985","金沢市","36.531706","136.690976","公園","","","","","","土清水町南小公園","　","920-0955","金沢市土清水町四51-7","","","","","","","",""
"986","金沢市","36.531847","136.691079","公園","","","","","","土清水みすぎ公園","　","920-0955","金沢市土清水3-66","","","","","","","トイレ：男女兼用,小便1,和式1",""
"987","金沢市","36.527424","136.678972","公園","","","","","","つつじが丘児童公園","　","921-8103","金沢市つつじが丘202","","","","","","","",""
"988","金沢市","36.601007","136.707516","公園","","","","","","テクノパーク１号緑地","　","920-0177","金沢市北陽台3-21ほか","","","","","","","",""
